"id","time","post","D","group_did","Z_encourage","arm_rct","assign_rct","rdd_score","eligible_rdd","cluster_id","region","urban","age","female","ses","hh_size","indig","dist_km","baseline_ability","y","Y0","Y1","tau_i"
9,1,1,0,1,0,1,0,8.71358066706333,1,14,"1",1,40,1,2,3,0,4.6,37,87.7405383371814,84.1953554708922,91.6953554708922,7.5
10,0,0,0,1,1,1,0,-5.06076004519416,0,25,"2",1,36,0,2,2,0,1,32,66.7297054953494,72.7832317394225,79.7832317394225,7
10,1,1,0,1,1,1,0,-5.06076004519416,0,25,"2",1,36,0,2,2,0,1,32,71.9465077456985,76.2832317394225,83.2832317394225,7
11,0,0,0,1,1,0,NA,2.00307301852154,1,69,"1",1,28,1,2,5,0,2.6,50,85.3981884951415,82.6678229216141,90.1678229216141,7.5
11,1,1,1,1,1,0,NA,2.00307301852154,1,69,"1",1,28,1,2,5,0,2.6,50,89.7905141922303,86.1678229216141,93.6678229216141,7.5
12,0,0,0,0,0,0,NA,-5.23760572225058,0,57,"1",1,27,1,1,2,0,3.2,41,88.0716389917876,80.5727871143546,87.0727871143546,6.5
12,1,1,1,0,0,0,NA,-5.23760572225058,0,57,"1",1,27,1,1,2,0,3.2,41,93.8969805394756,84.0727871143546,90.5727871143546,6.5
13,0,0,0,0,1,0,NA,-12.8861031974733,0,9,"1",0,25,0,3,7,0,20.6,48,65.0638603504754,75.9383726310724,82.4383726310724,6.5
13,1,1,1,0,1,0,NA,-12.8861031974733,0,9,"1",0,25,0,3,7,0,20.6,48,87.0935518182332,79.4383726310724,85.9383726310724,6.5
14,0,0,0,1,0,1,0,8.10068368147187,1,72,"4",0,38,0,1,4,1,36.2,38,80.6311535978651,85.0793315573156,94.0793315573156,9
14,1,1,0,1,0,1,0,8.10068368147187,1,72,"4",0,38,0,1,4,1,36.2,38,88.4079595618252,88.5793315573156,97.5793315573156,9
15,0,0,0,0,1,1,1,-14.9387681050771,0,26,"1",1,25,0,5,4,0,0.3,52,77.8386010190434,77.8930957112018,83.3930957112018,5.5
15,1,1,0,0,1,1,1,-14.9387681050771,0,26,"1",1,25,0,5,4,0,0.3,52,81.2849752813517,81.3930957112018,86.8930957112018,5.5
16,0,0,0,1,0,0,NA,-3.44619752614834,0,7,"1",0,32,1,5,3,0,2.4,51,81.4803218166746,76.9370334345221,81.4370334345221,4.5
16,1,1,1,1,0,0,NA,-3.44619752614834,0,7,"1",0,32,1,5,3,0,2.4,51,81.2269038180183,80.4370334345221,84.9370334345221,4.5
17,0,0,0,1,0,0,NA,-6.81947250774074,0,42,"2",0,38,0,2,7,0,8,64,95.3812569683688,94.2265760765651,101.226576076565,7
17,1,1,1,1,0,0,NA,-6.81947250774074,0,42,"2",0,38,0,2,7,0,8,64,109.019983834654,97.7265760765651,104.726576076565,7
18,0,0,0,0,1,0,NA,13.0857265195701,1,9,"2",1,33,0,3,3,0,1.5,57,81.0494530095629,82.3383726310724,90.3383726310724,8
18,1,1,1,0,1,0,NA,13.0857265195701,1,9,"2",1,33,0,3,3,0,1.5,57,88.3003155233282,85.8383726310724,93.8383726310724,8
19,0,0,0,1,1,0,NA,-1.79535528933776,0,36,"3",0,32,1,1,2,0,4.6,32,65.0106938348397,72.437461393181,78.937461393181,6.5
19,1,1,1,1,1,0,NA,-1.79535528933776,0,36,"3",0,32,1,1,2,0,4.6,32,83.5305497499964,75.937461393181,82.437461393181,6.5
20,0,0,0,0,1,1,0,2.67784429594264,1,78,"3",0,26,0,1,2,0,2.3,69,101.676267451404,91.7961682011961,100.796168201196,9
20,1,1,0,0,1,1,0,2.67784429594264,1,78,"3",0,26,0,1,2,0,2.3,69,98.0066006474106,95.2961682011961,104.296168201196,9
21,0,0,0,0,0,0,NA,-27.194864602616,0,43,"1",1,20,1,2,4,1,2.6,57,81.1061767477787,85.2202080562976,91.2202080562976,6
21,1,1,1,0,0,0,NA,-27.194864602616,0,43,"1",1,20,1,2,4,1,2.6,57,89.2528712440408,88.7202080562976,94.7202080562976,6
22,0,0,0,1,0,0,NA,3.5650731136439,1,76,"1",0,28,1,5,1,1,27.3,52,75.4337836143764,78.052801022676,84.052801022676,6
22,1,1,1,1,0,0,NA,3.5650731136439,1,76,"1",0,28,1,5,1,1,27.3,52,75.9819743879368,81.552801022676,87.552801022676,6
23,0,0,0,0,1,0,NA,-10.2261636505623,0,15,"2",0,22,0,1,3,0,4,44,77.8710814817076,81.9934905862012,89.4934905862012,7.5
23,1,1,0,0,1,0,NA,-10.2261636505623,0,15,"2",0,22,0,1,3,0,4,44,83.6677755870264,85.4934905862012,92.9934905862012,7.5
24,0,0,0,0,1,0,NA,18.6603750861012,1,32,"1",1,31,1,2,4,1,1,54,76.9400264837324,86.3911481441566,93.8911481441566,7.5
24,1,1,0,0,1,0,NA,18.6603750861012,1,32,"1",1,31,1,2,4,1,1,54,88.7069755668804,89.8911481441566,97.3911481441566,7.5
25,0,0,0,1,0,1,0,5.71242997008032,1,7,"3",1,30,1,1,7,0,18,54,89.0573658980137,83.2370334345221,91.2370334345221,8
25,1,1,1,1,0,1,0,5.71242997008032,1,7,"3",1,30,1,1,7,0,18,54,100.813824835092,86.7370334345221,94.7370334345221,8
26,0,0,0,0,1,0,NA,18.0003340064239,1,9,"1",1,27,0,1,4,0,3.8,50,85.5033748397959,80.4383726310724,89.4383726310724,9
26,1,1,1,0,1,0,NA,18.0003340064239,1,9,"1",1,27,0,1,4,0,3.8,50,95.1933070881687,83.9383726310724,92.9383726310724,9
27,0,0,0,1,1,0,NA,18.4454293273032,1,41,"2",0,35,1,1,2,0,7.4,45,80.8273387184608,80.142654007611,88.142654007611,8
27,1,1,0,1,1,0,NA,18.4454293273032,1,41,"2",0,35,1,1,2,0,7.4,45,89.7489348126924,83.642654007611,91.642654007611,8
28,0,0,0,0,0,0,NA,13.4033125185552,1,74,"1",0,43,0,NA,4,1,4.6,30,82.6881821483438,84.9566592466125,93.4566592466125,8.5
28,1,1,1,0,0,0,NA,13.4033125185552,1,74,"1",0,43,0,2,4,1,4.6,30,108.059983404957,88.4566592466125,96.9566592466125,8.5
29,0,0,0,1,0,1,1,9.06385717907465,1,23,"1",0,30,1,1,9,0,10.6,52,80.5348296409327,80.0770124007218,88.0770124007218,8
29,1,1,1,1,0,1,1,9.06385717907465,1,23,"1",0,30,1,1,9,0,10.6,52,89.9719741283687,83.5770124007218,91.5770124007218,8
30,0,0,0,0,1,1,0,1.75366959192634,1,27,"3",0,35,1,5,4,0,22.3,44,68.5133611188777,72.8347785852347,78.8347785852347,6
30,1,1,1,0,1,1,0,1.75366959192634,1,27,"3",0,35,1,5,4,0,22.3,44,96.8201177433949,76.3347785852347,82.3347785852347,6
31,0,0,0,1,0,0,NA,7.89869995309567,1,60,"2",1,21,0,4,4,0,0.5,59,83.2518860032539,85.9393065422838,93.4393065422838,7.5
31,1,1,0,1,0,0,NA,7.89869995309567,1,60,"2",1,21,0,4,4,0,0.5,59,85.7719042455867,89.4393065422838,96.9393065422838,7.5
32,0,0,0,1,0,1,0,2.56502948413297,1,53,"2",1,29,0,2,3,0,9.6,42,80.8922339863265,78.9432332663749,87.4432332663749,8.5
32,1,1,0,1,0,1,0,2.56502948413297,1,53,"2",1,29,0,2,3,0,9.6,42,78.977941275902,82.4432332663749,90.9432332663749,8.5
33,0,0,0,1,0,1,1,24.4417816969298,1,7,"1",0,30,0,2,3,0,2.5,40,83.1338993575467,77.6370334345221,86.1370334345221,8.5
33,1,1,0,1,0,1,1,24.4417816969298,1,7,"1",0,30,0,2,3,0,2.5,40,76.9646464691386,81.1370334345221,89.6370334345221,8.5
34,0,0,0,1,0,0,NA,6.75522483327857,1,53,"1",1,34,0,2,1,0,0.8,38,81.7104156267041,79.4932332663749,87.9932332663749,8.5
34,1,1,1,1,0,0,NA,6.75522483327857,1,53,"1",1,34,0,2,1,0,0.8,38,86.7504047938276,82.9932332663749,91.4932332663749,8.5
35,0,0,0,0,1,0,NA,2.44707207102505,1,27,"2",1,33,1,3,2,0,7.4,69,88.2385783979391,86.4347785852347,93.4347785852347,7
35,1,1,0,0,1,0,NA,2.44707207102505,1,27,"2",1,33,1,3,2,0,7.4,69,79.3911807497204,89.9347785852347,96.9347785852347,7
36,0,0,0,1,1,1,1,1.23847186174148,1,38,"3",1,32,1,1,1,0,22,69,95.2473533516281,90.0094970926217,98.0094970926217,8
36,1,1,1,1,1,1,1,1.23847186174148,1,38,"3",1,32,1,1,1,0,22,69,104.386072539549,93.5094970926217,101.509497092622,8
37,0,0,0,1,0,1,0,-6.27632266329406,0,34,"1",0,34,1,3,2,0,10.4,52,81.2540527774841,79.5277330318255,85.0277330318255,5.5
37,1,1,1,1,0,1,0,-6.27632266329406,0,34,"1",0,34,1,3,2,0,10.4,52,83.0407913816255,83.0277330318255,88.5277330318255,5.5
38,0,0,0,1,1,0,NA,5.9156899341565,1,69,"1",1,22,0,2,2,0,0.2,47,92.4984800340574,82.8678229216141,91.3678229216141,8.5
38,1,1,1,1,1,0,NA,5.9156899341565,1,69,"1",1,22,0,2,2,0,0.2,47,93.6918266684416,86.3678229216141,94.8678229216141,8.5
39,0,0,0,1,0,0,NA,9.64258507308388,1,72,"4",1,32,1,2,3,0,1.6,57,87.9680860167494,87.6793315573156,95.1793315573156,7.5
39,1,1,0,1,0,0,NA,9.64258507308388,1,72,"4",1,32,1,2,3,0,1.6,57,95.7763779119871,91.1793315573156,98.6793315573156,7.5
40,0,0,0,1,0,0,NA,-0.094278291749939,0,76,"1",0,18,0,1,3,0,5.7,42,75.9006734972281,76.352801022676,83.852801022676,7.5
40,1,1,1,1,0,0,NA,-0.094278291749939,0,76,"1",0,18,0,1,3,0,5.7,42,94.0110797929103,79.852801022676,87.352801022676,7.5
41,0,0,0,1,1,1,0,14.4012357583601,1,63,"1",1,38,1,1,2,1,23.7,51,93.8960763716314,84.630488175358,92.630488175358,8
41,1,1,0,1,1,1,0,14.4012357583601,1,63,"1",1,38,1,NA,2,1,23.7,51,90.7246566948368,88.130488175358,96.130488175358,8
42,0,0,0,1,1,0,NA,8.76837992440158,1,13,"1",1,36,0,3,4,0,6.6,40,71.7547811483551,79.4397382862754,87.4397382862754,8
42,1,1,1,1,1,0,NA,8.76837992440158,1,13,"1",1,36,0,3,4,0,6.6,40,93.585719333094,82.9397382862754,90.9397382862754,8
43,0,0,0,1,1,0,NA,-12.1042282888365,0,25,"2",1,30,1,1,4,0,29.8,59,80.2883152407342,80.3832317394225,86.8832317394225,6.5
43,1,1,1,1,1,0,NA,-12.1042282888365,0,25,"2",1,30,1,1,4,0,29.8,59,88.0064694352792,83.8832317394225,90.3832317394225,6.5
44,0,0,0,1,1,0,NA,1.27194187241443,1,38,"2",0,45,1,1,1,0,19.4,56,90.7748661994369,87.2594970926217,95.2594970926217,8
44,1,1,0,1,1,0,NA,1.27194187241443,1,38,"2",0,45,1,1,1,0,19.4,56,86.6446849154019,90.7594970926217,98.7594970926217,8
45,0,0,0,0,1,1,0,-6.41510573776692,0,21,"1",1,25,0,3,5,0,2.6,46,74.7429313323619,79.9067795577647,86.4067795577647,6.5
45,1,1,0,0,1,1,0,-6.41510573776692,0,21,"1",1,25,0,3,5,0,2.6,46,80.0166654611712,83.4067795577647,89.9067795577647,6.5
46,0,0,0,1,0,0,NA,-6.3292724225533,0,79,"1",1,41,0,1,1,0,0.9,39,80.0707418054504,85.757393753375,93.257393753375,7.5
46,1,1,1,1,0,0,NA,-6.3292724225533,0,79,"1",1,41,0,1,1,0,0.9,39,98.5630432423975,89.257393753375,96.757393753375,7.5
47,0,0,0,1,1,0,NA,5.19254754113879,1,41,"1",1,36,1,3,3,0,8,38,68.1491431660083,75.092654007611,82.092654007611,7
47,1,1,1,1,1,0,NA,5.19254754113879,1,41,"1",1,36,1,3,3,0,8,38,88.1030993703371,78.592654007611,85.592654007611,7
48,0,0,0,1,0,1,0,-5.09928707404115,0,47,"3",0,50,1,1,1,0,0.5,66,91.6838081815678,90.9581329260995,97.4581329260995,6.5
48,1,1,0,1,0,1,0,-5.09928707404115,0,47,"3",0,50,1,1,1,0,0.5,66,93.4282922695004,94.4581329260995,100.958132926099,6.5
49,0,0,0,1,0,1,0,7.44437780509069,1,60,"1",1,41,1,5,3,0,10.7,47,77.5063630682625,82.9393065422838,88.9393065422838,6
49,1,1,0,1,0,1,0,7.44437780509069,1,60,"1",1,41,1,5,3,0,10.7,47,82.595228274628,86.4393065422838,92.4393065422838,6
50,0,0,0,1,0,0,NA,5.5048128643329,1,16,"1",1,37,0,4,4,0,7,61,95.2487528213188,83.9799471802697,91.4799471802697,7.5
50,1,1,0,1,0,0,NA,5.5048128643329,1,16,"1",1,37,0,4,4,0,7,61,91.8137903729242,87.4799471802697,94.9799471802697,7.5
51,0,0,0,0,0,0,NA,15.4093848031042,1,6,"3",0,35,1,4,4,0,2.4,50,92.9978992637163,83.1283700868968,89.6283700868968,6.5
51,1,1,1,0,0,0,NA,15.4093848031042,1,6,"3",0,35,1,4,4,0,2.4,50,84.4467220743168,86.6283700868968,93.1283700868968,6.5
52,0,0,0,1,0,0,NA,-2.97122628604175,0,72,"2",1,35,0,3,1,0,2.1,54,82.9864173459884,88.9293315573156,95.4293315573156,6.5
52,1,1,1,1,0,0,NA,-2.97122628604175,0,72,"2",1,35,0,3,1,0,2.1,54,99.0299759895539,92.4293315573156,98.9293315573156,6.5
53,0,0,0,1,1,0,NA,-12.1568595086408,0,39,"2",1,38,0,2,1,1,7,37,86.2198551867471,82.7364931109496,89.7364931109496,7
53,1,1,1,1,1,0,NA,-12.1568595086408,0,39,"2",1,38,0,2,1,1,7,37,87.502242238442,86.2364931109496,93.2364931109496,7
54,0,0,0,0,0,0,NA,-16.0666079296329,0,31,"3",1,37,1,2,5,0,31.8,28,73.815701826711,74.9192636611547,80.9192636611547,6
54,1,1,1,0,0,0,NA,-16.0666079296329,0,31,"3",1,37,1,2,5,0,31.8,28,88.1248517944674,78.4192636611547,84.4192636611547,6
55,0,0,0,0,1,0,NA,-8.18761703533187,0,50,"2",1,41,1,3,3,0,9,62,77.8693632195861,82.6842405370724,88.1842405370724,5.5
55,1,1,1,0,1,0,NA,-8.18761703533187,0,50,"2",1,41,1,3,3,0,9,62,94.780758384086,86.1842405370724,91.6842405370724,5.5
56,0,0,0,1,0,1,1,0.444066171917544,1,34,"1",1,29,0,1,2,0,9.1,31,71.065177073434,75.0777330318255,84.0777330318255,9
56,1,1,1,1,0,1,1,0.444066171917544,1,34,"1",1,29,0,1,2,0,9.1,31,89.5244469985245,78.5777330318255,87.5777330318255,9
57,0,0,0,1,0,0,NA,16.0774260869775,1,4,"3",1,46,1,3,3,0,5.6,51,81.2685093424663,87.0280542894431,94.0280542894431,7
57,1,1,1,1,0,0,NA,16.0774260869775,1,4,"3",1,46,1,3,3,0,5.6,51,93.9223194599229,90.5280542894431,97.5280542894431,7
58,0,0,0,1,1,0,NA,7.97408694461264,1,13,"1",1,30,1,3,3,0,6.3,40,80.4476422886711,75.9397382862754,82.9397382862754,7
58,1,1,1,1,1,0,NA,7.97408694461264,1,13,"1",1,30,1,3,3,0,6.3,40,95.1125561935126,79.4397382862754,86.4397382862754,7
59,0,0,0,1,1,0,NA,13.5178386194917,1,69,"1",1,18,1,1,5,0,1.6,45,67.4453012542925,79.3678229216141,87.3678229216141,8
59,1,1,1,1,1,0,NA,13.5178386194917,1,69,"1",1,18,1,1,5,0,1.6,45,86.6637765123905,82.8678229216141,90.8678229216141,8
60,0,0,0,1,1,1,1,14.4577237166727,1,25,"1",0,41,1,2,2,0,5.3,55,80.1810152477718,80.4332317394225,87.9332317394225,7.5
60,1,1,1,1,1,1,1,14.4577237166727,1,25,"1",0,41,1,2,2,0,5.3,55,83.618174405199,83.9332317394225,91.4332317394225,7.5
61,0,0,0,0,0,1,1,1.20360406797631,1,52,"3",1,18,0,3,4,1,1.9,56,72.0952434333527,78.9283126321914,86.9283126321914,8
61,1,1,0,0,0,1,1,1.20360406797631,1,52,"3",1,18,0,3,4,1,1.9,56,85.4192742115922,82.4283126321914,90.4283126321914,8
62,0,0,0,1,0,0,NA,-11.5420402740869,0,22,"1",0,30,0,2,1,0,19.3,49,89.1825366426577,85.5596415965907,92.5596415965907,7
62,1,1,0,1,0,0,NA,-11.5420402740869,0,22,"1",0,30,0,2,1,0,19.3,49,90.73417211588,89.0596415965907,96.0596415965907,7
63,0,0,0,0,1,0,NA,0.40971539221218,1,32,"2",1,22,1,1,2,0,16.6,53,88.5593390972327,84.7411481441566,92.7411481441566,8
63,1,1,1,0,1,0,NA,0.40971539221218,1,32,"2",1,22,1,1,2,0,16.6,53,92.163832285877,88.2411481441566,96.2411481441566,8
64,0,0,0,1,1,0,NA,11.0253396201076,1,25,"1",0,42,0,5,4,0,3.3,39,65.5011446887029,71.7832317394225,78.7832317394225,7
64,1,1,0,1,1,0,NA,11.0253396201076,1,25,"1",0,42,0,5,4,0,3.3,39,75.8143950517866,75.2832317394225,82.2832317394225,7
65,0,0,0,1,0,0,NA,2.69717526546967,1,35,"1",1,36,1,3,5,0,3.5,50,87.0991907037641,83.7052834323635,90.7052834323635,7
65,1,1,1,1,0,0,NA,2.69717526546967,1,35,"1",1,36,1,3,5,0,3.5,50,92.411147173179,87.2052834323635,94.2052834323635,7
66,0,0,0,0,0,0,NA,5.50965700574538,1,40,"4",0,24,0,2,6,0,1.7,49,75.468658247952,80.2644860961096,88.7644860961096,8.5
66,1,1,0,0,0,0,NA,5.50965700574538,1,40,"4",0,24,0,2,6,0,1.7,49,96.3475123765431,83.7644860961096,92.2644860961096,8.5
67,0,0,0,1,1,0,NA,-8.83812345767128,0,30,"3",1,40,0,4,2,0,11,59,85.2083585176472,85.1243182396621,91.1243182396621,6
67,1,1,1,1,1,0,NA,-8.83812345767128,0,30,"3",1,40,0,4,2,0,11,59,103.32117646458,88.6243182396621,94.6243182396621,6
68,0,0,0,0,1,0,NA,-4.40123889010968,0,12,"3",1,32,1,2,3,0,6.4,69,94.9674107996263,90.5596589578137,96.5596589578137,6
68,1,1,0,0,1,0,NA,-4.40123889010968,0,12,"3",1,32,1,2,3,0,6.4,69,96.7902398826844,94.0596589578137,100.059658957814,6
69,0,0,0,0,0,1,0,-10.0582879338994,0,31,"3",1,36,0,4,2,0,5.3,51,89.0922317861467,84.3692636611547,90.3692636611547,6
69,1,1,1,0,0,1,0,-10.0582879338994,0,31,"3",1,36,0,4,2,0,5.3,51,92.8910770041213,87.8692636611547,93.8692636611547,6
70,0,0,0,1,1,0,NA,15.8070908972976,1,30,"1",1,38,1,3,6,0,5.7,50,79.4560139764509,79.324318239662,86.324318239662,7
70,1,1,0,1,1,0,NA,15.8070908972976,1,30,"1",1,38,1,3,6,0,5.7,50,84.4175626636067,82.824318239662,89.824318239662,7
71,0,0,0,0,0,1,0,4.70505620529054,1,64,"4",1,25,1,2,1,0,3.2,58,83.0577283367644,82.1176305213534,89.6176305213534,7.5
71,1,1,0,0,0,1,0,4.70505620529054,1,64,"4",1,25,1,2,1,0,3.2,58,87.3487519763426,85.6176305213534,93.1176305213534,7.5
72,0,0,0,1,0,1,1,5.08767566313165,1,14,"1",1,32,0,1,6,0,2.1,38,72.344360659186,82.2953554708922,91.2953554708922,9
72,1,1,0,1,0,1,1,5.08767566313165,1,14,"1",1,32,0,1,6,0,2.1,38,87.1746996219226,85.7953554708922,94.7953554708922,9
73,0,0,0,1,1,0,NA,2.87632014040327,1,71,"2",1,18,1,4,6,0,1.7,54,82.377023632358,70.4101414653562,76.9101414653562,6.5
73,1,1,1,1,1,0,NA,2.87632014040327,1,71,"2",1,18,1,4,6,0,1.7,54,78.8279089636391,73.9101414653562,80.4101414653562,6.5
74,0,0,0,0,1,1,0,-23.3857934315898,0,67,"1",1,27,1,2,1,0,20.4,31,70.483285606287,72.0891043558934,78.0891043558934,6
74,1,1,1,0,1,1,0,-23.3857934315898,0,67,"1",1,27,1,2,1,0,20.4,31,79.4243325018526,75.5891043558934,81.5891043558934,6
75,0,0,0,1,0,0,NA,-3.08743451337292,0,23,"3",0,38,1,2,4,0,14.1,64,80.4899626402498,85.6770124007218,91.6770124007218,6
75,1,1,1,1,0,0,NA,-3.08743451337292,0,23,"3",0,38,1,2,4,0,14.1,64,91.770585730101,89.1770124007218,95.1770124007218,6
76,0,0,0,1,0,0,NA,-12.5712348039518,0,79,"2",0,39,0,2,3,0,6.4,62,94.5718333890727,91.557393753375,98.557393753375,7
76,1,1,1,1,0,0,NA,-12.5712348039518,0,79,"2",0,39,0,2,3,0,6.4,62,103.174157609409,95.057393753375,102.057393753375,7
77,0,0,0,1,1,1,0,-1.81842696884127,0,37,"1",1,35,1,2,5,0,11.7,61,95.1763155610515,87.849172124644,93.849172124644,6
77,1,1,0,1,1,1,0,-1.81842696884127,0,37,"1",1,35,1,2,5,0,11.7,61,91.8677885914079,91.349172124644,97.349172124644,6
78,0,0,0,0,0,0,NA,-5.14750341147452,0,8,"4",1,32,0,4,5,0,0.1,47,82.2005570743926,77.2319284267541,83.2319284267541,6
78,1,1,0,0,0,0,NA,-5.14750341147452,0,8,"4",1,32,0,4,5,0,0.1,47,80.0155721153524,80.7319284267541,86.7319284267541,6
79,0,0,0,0,1,0,NA,-8.58307714995577,0,51,"2",1,37,0,4,3,0,1.5,49,74.8461880149971,80.7304469755453,86.7304469755453,6
79,1,1,1,0,1,0,NA,-8.58307714995577,0,51,"2",1,37,0,4,3,0,1.5,49,86.6160575764309,84.2304469755453,90.2304469755453,6
80,0,0,0,0,0,0,NA,5.06832026312799,1,74,"4",1,22,1,NA,1,0,1.1,59,96.4726911105469,89.9066592466126,97.4066592466126,7.5
80,1,1,1,0,0,0,NA,5.06832026312799,1,74,"4",1,22,1,2,1,0,1.1,59,97.3590330016042,93.4066592466126,100.906659246613,7.5
81,0,0,0,0,1,1,1,-0.110274485607306,0,50,"2",1,24,0,3,2,0,6,70,84.630923753304,84.5342405370724,91.0342405370724,6.5
81,1,1,0,0,1,1,1,-0.110274485607306,0,50,"2",1,24,0,3,2,0,6,70,86.0723447455279,88.0342405370724,94.5342405370724,6.5
82,0,0,0,0,0,1,0,6.1705706886031,1,74,"2",0,22,0,1,1,0,4.2,44,80.5575554380996,86.3066592466126,95.3066592466126,9
82,1,1,1,0,0,1,0,6.1705706886031,1,74,"2",0,22,0,1,1,0,4.2,44,99.441691897915,89.8066592466126,98.8066592466126,9
83,0,0,0,1,0,0,NA,11.3884647246908,1,76,"1",1,33,1,4,10,0,18.8,58,88.5214967169255,81.702801022676,88.202801022676,6.5
83,1,1,1,1,0,0,NA,11.3884647246908,1,76,"1",1,33,1,4,10,0,18.8,58,96.0873561231817,85.202801022676,91.702801022676,6.5
84,0,0,0,0,0,0,NA,-10.6236378961116,0,46,"1",1,31,1,5,3,1,3.8,46,75.0025556692745,79.2762783259882,83.7762783259882,4.5
84,1,1,0,0,0,0,NA,-10.6236378961116,0,46,"1",1,31,1,5,3,1,3.8,46,86.3081483654453,82.7762783259882,87.2762783259882,4.5
85,0,0,0,1,1,1,0,5.86855661053052,1,17,"1",1,34,0,3,1,0,7.8,52,81.5288749937556,89.4413601069218,97.4413601069218,8
85,1,1,0,1,1,1,0,5.86855661053052,1,17,"1",1,34,0,3,1,0,7.8,52,96.266346706658,92.9413601069218,100.941360106922,8
86,0,0,0,0,1,1,1,0.314005433055299,1,62,"1",0,34,0,1,2,0,14.4,35,73.8998006577237,79.8671055559405,88.8671055559405,9
86,1,1,0,0,1,1,1,0.314005433055299,1,62,"1",0,34,0,1,2,0,14.4,35,82.7665494844144,83.3671055559405,92.3671055559405,9
87,0,0,0,0,0,1,1,3.38279651835733,1,46,"1",0,40,1,4,1,0,6.7,59,96.1308246331587,86.9262783259882,93.4262783259882,6.5
87,1,1,0,0,0,1,1,3.38279651835733,1,46,"1",0,40,1,4,1,0,6.7,59,94.0407186831166,90.4262783259882,96.9262783259882,6.5
88,0,0,0,1,1,1,1,-1.9918454845194,0,54,"2",1,46,1,4,1,0,2.9,23,63.8868837884853,67.763874248072,72.763874248072,5
88,1,1,1,1,1,1,1,-1.9918454845194,0,54,"2",1,46,1,4,1,0,2.9,23,76.7075611624572,71.263874248072,76.263874248072,5
89,0,0,0,1,0,0,NA,-5.66550763078245,0,35,"1",1,18,0,2,5,0,6.1,62,79.436697664549,87.2052834323635,94.2052834323635,7
89,1,1,1,1,0,0,NA,-5.66550763078245,0,35,"1",1,18,0,2,5,0,6.1,62,105.222469104001,90.7052834323635,97.7052834323635,7
90,0,0,0,1,0,1,0,-4.70076820644795,0,79,"1",1,34,1,2,3,0,13.6,53,78.313250805214,85.507393753375,91.507393753375,6
90,1,1,1,1,0,1,0,-4.70076820644795,0,79,"1",1,34,1,2,3,0,13.6,53,85.8174503592765,89.007393753375,95.007393753375,6
91,0,0,0,1,1,0,NA,-10.9456469794163,0,24,"4",1,25,1,1,2,0,5.3,58,89.8929831846659,87.6675339622231,94.1675339622231,6.5
